property_name,reviewer,date,stars,heading,review 
Brigade Gardenia,Guest User,25/05/2021,5,Nice project.,"Brigade Gardenia is a well-planned ready-to-move Residential project developed by Brigade Group Pvt Ltd situated at J P Nagar Bangalore. The project provides premium 2 and 3 BHK well-planned apartments with great facilities such as a large clubhouse, swimming pool, jogging track, gym, indoor games, ... Read More"
Brigade Gardenia,Guest User,05/09/2020,5,Nice project.,"This is ready to move project, developed by one of the top builders in Bangalore. The project offers various luxurious homes with modern amenities such as a tennis court, swimming pool, jogging track, play area, Badminton, etc. These amenities are a great source of entertainment."
Brigade Gardenia,Guest User,29/08/2020,5,Secured Place.,"Brigade Gardenia is one of the popular big projects at JP Nagar. A very secure place to live with comfort. It has well-designed homes with great facilities around the project like shopping malls, schools, hospitals, etc. ensuring good accessibility."
Brigade Gardenia,Niran,02/01/2014,4,JP Nagar.,?
Malibu Palazzo,Ganesh,16/09/2017,5,Bellandur.,?
Assetz Lifestyle 63 Degree East,Guest User,13/06/2021,4,Nice project.,It is best to project of its location very neat project will Full of greenery surrounding with the best luxurious apartment. It has been built very nicely with good quality of construction and unique designed flats and more spacious flats with good open space.
Assetz Lifestyle 63 Degree East,Guest User,08/06/2021,4,Nice project.,A good place to work in. Good landscaping. It is very well constructed and can work without any problems. The best one.
Assetz Lifestyle 63 Degree East,Guest User,13/06/2021,4,Nice project.,It is best to project of its location very neat project will Full of greenery surrounding with the best luxurious apartment. It has been built very nicely with good quality of construction and unique designed flats and more spacious flats with good open space.
Assetz Lifestyle 63 Degree East,Guest User,08/06/2021,4,Nice project.,A good place to work in. Good landscaping. It is very well constructed and can work without any problems. The best one.
Assetz Lifestyle 63 Degree East,Guest User,04/06/2021,5,Best project.,"Assetz Lifestyle 63 Degree East is a magnificently designed residential ready-to-move project developed by Assetz Group Pvt Ltd located at Sarjapura Road Bangalore. Which has great connectivity to the national highway railway station, schools, hospital, banks, and other shopping destination. The pro... Read More"
Assetz Lifestyle 63 Degree East,Guest User,27/12/2020,4,Well maintained,Well maintained project have good amenities like Amphitheater Badminton Court Basket Ball Court Billiards Card Games Club House Community Hall Covered Car Parking Cycling Track Football Gaming Cafe Gym Health Facilities Indoor Games Landscaped Garden Library Meditation Hall Party Area Play Area Rain... Read More
Assetz Lifestyle 63 Degree East,Guest User,27/12/2020,5,Luxury feel project,Assetz Lifestyle 63 Degree East is a great project developed by the builder. Beautifully designed and architect by the builder. It offers world class amenities and lots of open and green space.
Assetz Lifestyle 63 Degree East,Guest User,23/12/2020,4,Good project,Assets lifestyle 63 Degree East is a good Multistorey residential project located in Sarjapur road the project offers prime location with modern amenities and facilities with 24 hours security and lots of greenery and open space
Assetz Lifestyle 63 Degree East,Guest User,22/12/2020,5,Great project.,Assetz Lifestyle 63 Degree East is a residential ready to move project located at Sarjapura Road. Which has great connectivity to all the major junctions the project offers various 1 2 and 3 BHK flats with all the basic amenities.
Assetz Lifestyle 63 Degree East,Guest User,18/12/2020,5,Very good project with good connectivity,"Assetz Lifestyle 63 Degree East is located in Sarjapur road with a very good surrounding of full greenery and very good open space with a good class of amenities provided by the developer it has 1,2,3 and 4bhk premium flats are available with best club house and full amenities inside the project goo... Read More"
Assetz Lifestyle 63 Degree East,Guest User,13/08/2020,5,Assets 63 Degree East.,Assets 63 Degree East project is located in East Bangalore. This location is best residence good connectivity for electronic city and Sarjapur Town. Very close to Bangalore Technology Institute in Chikkanahalli with best Greenary surrounding. The project it provides best amenities like open space of... Read More
Assetz Lifestyle 63 Degree East,Sabeer,12/12/2014,4,Sarjapur Road.,?
SLR Comforts,Prabhakar,18/01/2016,5,Rajarajeshwari Nagar.,?
Temple Trees,Himanshu,23/01/2021,4,Good project.,"It is a very nice society for residents and very good security with a nice home and ample space inside the society for children to play area, flats are very spacious."
Temple Trees,Guest User,12/10/2020,4,Good project.,"Temple Trees JP Nagar, Bangalore good location small society but Good looking society security, Garden, Reserved parking near School, College, Hospital, Market, etc."
Temple Trees,Himanshu,23/01/2021,4,Good project.,"It is a very nice society for residents and very good security with a nice home and ample space inside the society for children to play area, flats are very spacious."
Temple Trees,Guest User,12/10/2020,4,Good project.,"Temple Trees JP Nagar, Bangalore good location small society but Good looking society security, Garden, Reserved parking near School, College, Hospital, Market, etc."
Temple Trees,Girish,10/07/2013,5,Review of JP Nagar. ,?
Sobha Dream Acres,Guest User,31/05/2021,5,Nice project.,It is a good quality of construction and awesome elevation. Easily identifiable from the main road. A good environment and all facilities are available.
Sobha Dream Acres,Guest User,26/05/2021,5,Nice project.,Sobha Dream Acres is a nice multistorey residential project located in Panathur. It is very close to Outer Ring Road with all modern amenities and facilities.
Sobha Dream Acres,Guest User,31/05/2021,5,Nice project.,It is a good quality of construction and awesome elevation. Easily identifiable from the main road. A good environment and all facilities are available.
Sobha Dream Acres,Guest User,26/05/2021,5,Nice project.,Sobha Dream Acres is a nice multistorey residential project located in Panathur. It is very close to Outer Ring Road with all modern amenities and facilities.
Sobha Dream Acres,Guest User,03/11/2020,3,Nice project.,"Construction and interior are pathetic, the mobile network is a major issue, roads are not good. Cracks are there in the project."
Sobha Dream Acres,Himanshu,27/10/2020,3,Budget Friendly Apartment,	Sobha Dream Acres is a Budget friendly Apartment in Bangalore but there some facilities are very poor like water leakage almost a most hour and water leaked sometime in rains sometimes iin bathroom. Connectivity is also a poor otherwise this is this Project.
Sobha Dream Acres,Galeel,28/05/2017,5,Panathur.,?
Divya Jyothi Earth,Ravi,09/02/2016,4,Sarjapur Road.,?
Bindu Amulya 1,Rama,27/05/2014,5,Magadi Road.,?
Shriram Surabhi,Guest User,08/05/2021,4,Nice project.,"This property has all the basic facilities and unique amenities like a swimming pool, water supply, high security from the main gate, and many more services."
Shriram Surabhi,Guest User,16/11/2020,4,Nice project.,"This property has all the basic and unique facilities and amenities like a swimming pool, power backup, 24 hours security, and water supply, and many more services."
Shriram Surabhi,Guest User,08/05/2021,4,Nice project.,"This property has all the basic facilities and unique amenities like a swimming pool, water supply, high security from the main gate, and many more services."
Shriram Surabhi,Guest User,16/11/2020,4,Nice project.,"This property has all the basic and unique facilities and amenities like a swimming pool, power backup, 24 hours security, and water supply, and many more services."
Shriram Surabhi,Raghunath,28/12/2015,4,Kanakpura Road.,?
Brigade Buena Vista Phase 2,,23/04/2020,4,Budigere Cross.,?
Gaana Riddhi Apartments,Arvind,21/10/2011,0,Review Of Nagadevana Halli,?
Sri Mitra Estates Old Block,Guest User,15/08/2020,3,Sri Mitra Estates Old Block.,"Sri Mitra Estates Old Block is an unmatched Residential property located in C V Raman Nagar, Bangalore. The project offers plenty of benefits that includes prime location, comfortable and lavish lifestyle."
Sri Mitra Estates Old Block,Guest User,15/08/2020,3,Sri Mitra Estates Old Block.,"Sri Mitra Estates Old Block is an unmatched Residential property located in C V Raman Nagar, Bangalore. The project offers plenty of benefits that includes prime location, comfortable and lavish lifestyle."
Sri Mitra Estates Old Block,santosh,26/08/2016,5,C V Raman Nagar.,?
Orchid Lakeview,Vipul,12/07/2020,5,Orchid Lakeview,"Orchid Lakeview is a Multistorey Apartment. With all modern amenities like Jogging track, Gymnasium, Kids Play Area, Swimming Pool etc. Security available in each tower and CCTV available on the project."
